from,to,weight
lj_tan,DrNancyM_CDC,1
lj_tan,DrPaulOffit,1
lj_tan,famfightflu,1
lj_tan,gavi,1
lj_tan,HHSvaccines,1
lj_tan,HPVRoundtable,1
lj_tan,Immunize_USA,1
lj_tan,ImmunizeOrg,1
lj_tan,NursesWhoVax,1
lj_tan,sabinvaccine,1
lj_tan,sanofipasteur,1
lj_tan,sarahdespres,1
lj_tan,ShotAtLife,1
lj_tan,ShotbyShotorg,1
lj_tan,VaccineFinder,1
lj_tan,vaccines4life,1
lj_tan,VaccinesToday,1
lj_tan,VaxAmbassadors,1
lj_tan,Vaxyourfam,1
lj_tan,VaxYourFamily,1
lj_tan,Vi_VIorg,1
lj_tan,Voices4Vaccines,1
lymanbiopharma,DrJennersHouse,1
lymanbiopharma,DrPaulOffit,1
lymanbiopharma,DrTomFrieden,1
lymanbiopharma,EricTopol,1
lymanbiopharma,GaviSeth,1
lymanbiopharma,HPVAction,1
lymanbiopharma,HPVRoundtable,1
lymanbiopharma,jonathanrockoff,1
lymanbiopharma,michaelmina_lab,1
lymanbiopharma,mlipsitch,1
lymanbiopharma,noelTbrewer,1
lymanbiopharma,NOMANCampaign,1
lymanbiopharma,PeterHotez,1
lymanbiopharma,sarahdespres,1
lymanbiopharma,ShotsHeard,1
lymanbiopharma,skepticalraptor,1
lymanbiopharma,snehiil,1
lymanbiopharma,vaccinemakers,1
lymanbiopharma,VaccinesToday,1
lymanbiopharma,VaccineUK,1
lymanbiopharma,Vaxyourfam,1
MalariaVaccine,CEPIvaccines,1
MalariaVaccine,DrTomFrieden,1
MalariaVaccine,gavi,1
MalariaVaccine,GaviSeth,1
MalariaVaccine,HHSvaccines,1
MalariaVaccine,ImmunizeOrg,1
MalariaVaccine,IVACtweets,1
MalariaVaccine,JennerInstitute,1
MalariaVaccine,MicrobesInfect,1
MalariaVaccine,MSF_access,1
MalariaVaccine,NIAIDNews,1
MalariaVaccine,NIHDirector,1
MalariaVaccine,PeterHotez,1
MalariaVaccine,PreventTyphoid,1
MalariaVaccine,sabinvaccine,1
MalariaVaccine,ShotAtLife,1
MalariaVaccine,UMCVD,1
MalariaVaccine,vaccinenation,1
MalariaVaccine,Vaccines,1
MalariaVaccine,VaccinesToday,1
MalariaVaccine,VaxResources,1
MalariaVaccine,Vaxyourfam,1
MalariaVaccine,wellcometrust,1
michaelmina_lab,DrNancyM_CDC,1
michaelmina_lab,DrPaulOffit,1
michaelmina_lab,DrTomFrieden,1
michaelmina_lab,EricTopol,1
michaelmina_lab,florian_krammer,1
michaelmina_lab,gavi,1
michaelmina_lab,GaviSeth,1
michaelmina_lab,mlipsitch,1
michaelmina_lab,nigeltwitt,1
michaelmina_lab,NIHDirector,1
michaelmina_lab,PeterHotez,1
michelzaffran,DrPaulOffit,1
michelzaffran,gavi,1
michelzaffran,GaviSeth,1
michelzaffran,HelenMatzger,1
michelzaffran,IVACtweets,1
michelzaffran,mvankerkhove,1
michelzaffran,sabinvaccine,1
michelzaffran,sciencecohen,1
michelzaffran,ShotAtLife,1
michelzaffran,Vaccines,1
michelzaffran,VaccinesToday,1
michelzaffran,VaxResources,1
michelzaffran,wellcometrust,1
MicrobesInfect,florian_krammer,1
MicrobesInfect,HHSvaccines,1
MicrobesInfect,MalariaVaccine,1
MicrobesInfect,nigeltwitt,1
MicrobesInfect,TheInfluenzers,1
MicrobesInfect,ThisIsCANVax,1
MicrobesInfect,vaccinemakers,1
MicrobesInfect,VaccinesEurope,1
MicrobesInfect,Vaccinologist,1
MicrobesInfect,Vi_VIorg,1
mjmull,AVACNow,1
mjmull,DrNancyM_CDC,1
mjmull,DrPaulOffit,1
mjmull,DrTomFrieden,1
mjmull,famfightflu,1
mjmull,gavi,1
mjmull,GaviSeth,1
mjmull,HHSvaccines,1
mjmull,HPVRoundtable,1
mjmull,ImmunizeOrg,1
mjmull,michaelmina_lab,1
mjmull,mlipsitch,1
mjmull,NIAIDNews,1
mjmull,NIHDirector,1
mjmull,NursesWhoVax,1
mjmull,PeterHotez,1
mjmull,sabinvaccine,1
mjmull,sciencecohen,1
mjmull,ShotsHeard,1
mjmull,UMCVD,1
mjmull,VaccinateIN,1
mjmull,vaccines4life,1
mjmull,VaxYourFamily,1
mlipsitch,10queues,1
mlipsitch,CEPIvaccines,1
mlipsitch,DrCharlieWeller,1
mlipsitch,DrNancyM_CDC,1
mlipsitch,DrTomFrieden,1
mlipsitch,EdBelongia,1
mlipsitch,EricTopol,1
mlipsitch,florian_krammer,1
mlipsitch,GaviSeth,1
mlipsitch,jasonlschwartz,1
mlipsitch,JennerInstitute,1
mlipsitch,michaelmina_lab,1
mlipsitch,MSF_access,1
mlipsitch,mvankerkhove,1
mlipsitch,NIAIDNews,1
mlipsitch,NIHDirector,1
mlipsitch,peripatetical,1
mlipsitch,PeterHotez,1
mlipsitch,sanofipasteur,1
mlipsitch,sciencecohen,1
mlipsitch,Vaccines,1
mlipsitch,wellcometrust,1
MSF_access,AVACNow,1
MSF_access,Craig_A_Spencer,1
MSF_access,ElsTorreele,1
MSF_access,gavi,1
MSF_access,GaviSeth,1
MSF_access,jasonlschwartz,1
MSF_access,MalariaVaccine,1
MSF_access,NIAIDNews,1
MSF_access,PeterHotez,1
MSF_access,sabinvaccine,1
MSF_access,sciencecohen,1
MSF_access,vaccinenation,1
MSF_access,VaccinesToday,1
MSF_access,wellcometrust,1
mvankerkhove,CEPIvaccines,1
mvankerkhove,Craig_A_Spencer,1
mvankerkhove,DrCharlieWeller,1
mvankerkhove,DrTomFrieden,1
mvankerkhove,gavi,1
mvankerkhove,GaviSeth,1
mvankerkhove,JennerInstitute,1
mvankerkhove,michaelmina_lab,1
mvankerkhove,mlipsitch,1
mvankerkhove,sciencecohen,1
mvankerkhove,wellcometrust,1
NIAIDNews,greenbergepi,1
NIAIDNews,MalariaVaccine,1
NIAIDNews,NIHDirector,1
NIAIDNews,NMAtweets,1
NIAIDNews,sabinvaccine,1
nigeltwitt,DrPaulOffit,1
nigeltwitt,EricTopol,1
nigeltwitt,GaviSeth,1
nigeltwitt,michaelmina_lab,1
nigeltwitt,MicrobesInfect,1
nigeltwitt,mlipsitch,1
nigeltwitt,peripatetical,1
nigeltwitt,PeterHotez,1
NIHDirector,EricTopol,1
NIHDirector,NIAIDNews,1
NMAtweets,AVACNow,1
NMAtweets,DaraLieb,1
NMAtweets,DrNancyM_CDC,1
NMAtweets,DrPaulOffit,1
NMAtweets,DrTomFrieden,1
NMAtweets,EricTopol,1
NMAtweets,famfightflu,1
NMAtweets,gavi,1
NMAtweets,GaviSeth,1
NMAtweets,HHSvaccines,1
NMAtweets,HPVRoundtable,1
NMAtweets,Immunize_USA,1
NMAtweets,ImmunizeOrg,1
NMAtweets,IVaccinateMI,1
NMAtweets,IVACtweets,1
NMAtweets,jasonlschwartz,1
NMAtweets,jonathanrockoff,1
NMAtweets,lj_tan,1
NMAtweets,NIAIDNews,1
NMAtweets,NIHDirector,1
NMAtweets,NursesWhoVax,1
NMAtweets,PeterHotez,1
NMAtweets,sarahdespres,1
NMAtweets,ShotAtLife,1
NMAtweets,ShotbyShotorg,1
NMAtweets,ShotsHeard,1
NMAtweets,VaccinateCal,1
NMAtweets,VaccinateIN,1
NMAtweets,vaccine_trust,1
NMAtweets,vaccinenation,1
NMAtweets,VaccineSafetyN,1
NMAtweets,VaxAmbassadors,1
NMAtweets,VaxResources,1
NMAtweets,Vaxyourfam,1
NMAtweets,VaxYourFamily,1
NMAtweets,Voices4Vaccines,1
noelTbrewer,CharlesShey,1
noelTbrewer,Craig_A_Spencer,1
noelTbrewer,DrNancyM_CDC,1
noelTbrewer,DrPaulOffit,1
noelTbrewer,DrTomFrieden,1
noelTbrewer,epi_michael,1
noelTbrewer,florian_krammer,1
noelTbrewer,gavi,1
noelTbrewer,GaviSeth,1
noelTbrewer,greenbergepi,1
noelTbrewer,HHSvaccines,1
noelTbrewer,HPVAction,1
noelTbrewer,HPVRoundtable,1
noelTbrewer,Immunize_USA,1
noelTbrewer,ImmunizeOrg,1
noelTbrewer,IVACtweets,1
noelTbrewer,jasonlschwartz,1
noelTbrewer,lj_tan,1
noelTbrewer,lymanbiopharma,1
noelTbrewer,michaelmina_lab,1
noelTbrewer,mlipsitch,1
noelTbrewer,NIHDirector,1
noelTbrewer,NursesWhoVax,1
noelTbrewer,PeterHotez,1
noelTbrewer,ProfHeidiLarson,1
noelTbrewer,sabinvaccine,1
noelTbrewer,sarahdespres,1
noelTbrewer,ShotAtLife,1
noelTbrewer,ShotsHeard,1
noelTbrewer,vaccine_trust,1
noelTbrewer,vaccinenation,1
noelTbrewer,Vaccines,1
noelTbrewer,VaccineSafetyN,1
noelTbrewer,VaccinesToday,1
noelTbrewer,VaccineUK,1
noelTbrewer,Vaccinologist,1
noelTbrewer,Vaxyourfam,1
noelTbrewer,VaxYourFamily,1
noelTbrewer,Vi_VIorg,1
noelTbrewer,Voices4Vaccines,1
noelTbrewer,wellcometrust,1
NOMANCampaign,CCFCoalition,1
NOMANCampaign,DrNancyM_CDC,1
NOMANCampaign,GaviSeth,1
NOMANCampaign,HHSvaccines,1
NOMANCampaign,HPVAction,1
NOMANCampaign,HPVRoundtable,1
NOMANCampaign,Immunize_USA,1
NOMANCampaign,lymanbiopharma,1
NOMANCampaign,NMAtweets,1
NOMANCampaign,noelTbrewer,1
NOMANCampaign,NursesWhoVax,1
NOMANCampaign,sabinvaccine,1
NOMANCampaign,skepticalraptor,1
NOMANCampaign,VaccinateIN,1
NOMANCampaign,VaccinesToday,1
NOMANCampaign,Vaxyourfam,1
NOMANCampaign,wellcometrust,1
NursesWhoVax,10queues,1
NursesWhoVax,AVACNow,1
NursesWhoVax,CEPIvaccines,1
NursesWhoVax,DrNancyM_CDC,1
NursesWhoVax,DrPaulOffit,1
NursesWhoVax,DrTomFrieden,1
NursesWhoVax,famfightflu,1
NursesWhoVax,gavi,1
NursesWhoVax,GaviSeth,1
NursesWhoVax,HHSvaccines,1
NursesWhoVax,HPVRoundtable,1
NursesWhoVax,Immunize_USA,1
NursesWhoVax,ImmunizeOrg,1
NursesWhoVax,IVACtweets,1
NursesWhoVax,jasonlschwartz,1
NursesWhoVax,lj_tan,1
NursesWhoVax,MalariaVaccine,1
NursesWhoVax,michaelmina_lab,1
NursesWhoVax,NIAIDNews,1
NursesWhoVax,NMAtweets,1
NursesWhoVax,noelTbrewer,1
NursesWhoVax,PeterHotez,1
NursesWhoVax,sabinvaccine,1
NursesWhoVax,samicarlson,1
NursesWhoVax,sanofipasteur,1
NursesWhoVax,sarahdespres,1
NursesWhoVax,ShotAtLife,1
NursesWhoVax,ShotbyShotorg,1
NursesWhoVax,ShotsHeard,1
NursesWhoVax,SJVanders,1
NursesWhoVax,skepticalraptor,1
NursesWhoVax,VaccinateCal,1
NursesWhoVax,VaccinateIN,1
NursesWhoVax,vaccinenation,1
NursesWhoVax,Vaccines,1
NursesWhoVax,VaccineSafetyN,1
NursesWhoVax,VaccinesEurope,1
NursesWhoVax,VaccinesToday,1
NursesWhoVax,VaxAmbassadors,1
NursesWhoVax,Vaxyourfam,1
NursesWhoVax,VaxYourFamily,1
NursesWhoVax,Voices4Vaccines,1
NursesWhoVax,WorkVaccines,1
peripatetical,DrPaulOffit,1
peripatetical,EdBelongia,1
peripatetical,EricTopol,1
peripatetical,mlipsitch,1
peripatetical,mvankerkhove,1
peripatetical,nigeltwitt,1
PeterHotez,CEPIvaccines,1
PeterHotez,DrCharlieWeller,1
PeterHotez,DrPaulOffit,1
PeterHotez,ElsTorreele,1
PeterHotez,EricTopol,1
PeterHotez,florian_krammer,1
PeterHotez,gavi,1
PeterHotez,GaviSeth,1
PeterHotez,HelenMatzger,1
PeterHotez,Immunize_USA,1
PeterHotez,IVACtweets,1
PeterHotez,JennerInstitute,1
PeterHotez,lymanbiopharma,1
PeterHotez,MalariaVaccine,1
PeterHotez,michaelmina_lab,1
PeterHotez,MicrobesInfect,1
PeterHotez,mlipsitch,1
PeterHotez,NIHDirector,1
PeterHotez,NursesWhoVax,1
PeterHotez,PreventTyphoid,1
PeterHotez,sabinvaccine,1
PeterHotez,sarahdespres,1
PeterHotez,sciencecohen,1
PeterHotez,ShotAtLife,1
PeterHotez,skepticalraptor,1
PeterHotez,UMCVD,1
PeterHotez,VaccineFinder,1
PeterHotez,vaccinenation,1
PeterHotez,Vaccines,1
PeterHotez,VaccineSafetyN,1
PeterHotez,VaccinesToday,1
PeterHotez,Vaccinologist,1
PeterHotez,VaxAmbassadors,1
PeterHotez,Vaxyourfam,1
PeterHotez,VaxYourFamily,1
PeterHotez,Voices4Vaccines,1
PeterHotez,wellcometrust,1
PreventTyphoid,CEPIvaccines,1
PreventTyphoid,DrCharlieWeller,1
PreventTyphoid,DrTomFrieden,1
PreventTyphoid,ElsTorreele,1
PreventTyphoid,gavi,1
PreventTyphoid,GaviSeth,1
PreventTyphoid,HelenMatzger,1
PreventTyphoid,HHSvaccines,1
PreventTyphoid,hic_vac,1
PreventTyphoid,ImmunizeOrg,1
PreventTyphoid,IVACtweets,1
PreventTyphoid,MalariaVaccine,1
PreventTyphoid,michelzaffran,1
PreventTyphoid,MicrobesInfect,1
PreventTyphoid,mlipsitch,1
PreventTyphoid,NIHDirector,1
PreventTyphoid,NursesWhoVax,1
PreventTyphoid,PeterHotez,1
PreventTyphoid,sabinvaccine,1
PreventTyphoid,sanofipasteur,1
PreventTyphoid,ShotAtLife,1
PreventTyphoid,SJVanders,1
PreventTyphoid,TheInfluenzers,1
PreventTyphoid,UMCVD,1
PreventTyphoid,vaccinenation,1
PreventTyphoid,Vaccines,1
PreventTyphoid,VaccineSafetyN,1
PreventTyphoid,VaccinesEurope,1
PreventTyphoid,VaccinesToday,1
PreventTyphoid,VaxAmbassadors,1
PreventTyphoid,VaxResources,1
PreventTyphoid,Vaxyourfam,1
PreventTyphoid,Voices4Vaccines,1
PreventTyphoid,wellcometrust,1
ProfHeidiLarson,DrNancyM_CDC,1
ProfHeidiLarson,DrPaulOffit,1
ProfHeidiLarson,gavi,1
ProfHeidiLarson,sciencecohen,1
ProfHeidiLarson,vaccine_trust,1
ProfHeidiLarson,VaccinesToday,1
ProfHeidiLarson,wellcometrust,1
roberto_ieraci,gavi,1
roberto_ieraci,greenbergepi,1
roberto_ieraci,HHSvaccines,1
roberto_ieraci,HPVRoundtable,1
roberto_ieraci,ImmunizeOrg,1
roberto_ieraci,IVACtweets,1
roberto_ieraci,MalariaVaccine,1
roberto_ieraci,michaelmina_lab,1
roberto_ieraci,mlipsitch,1
roberto_ieraci,NIAIDNews,1
roberto_ieraci,NursesWhoVax,1
roberto_ieraci,PreventTyphoid,1
roberto_ieraci,sabinvaccine,1
roberto_ieraci,sanofipasteur,1
roberto_ieraci,sciencecohen,1
roberto_ieraci,ShotAtLife,1
roberto_ieraci,TheInfluenzers,1
roberto_ieraci,ThisIsCANVax,1
roberto_ieraci,VaccinateCal,1
roberto_ieraci,vaccines4life,1
roberto_ieraci,VaccineSafetyN,1
roberto_ieraci,VaccinesEurope,1
roberto_ieraci,VaccinesToday,1
roberto_ieraci,VaccineUK,1
roberto_ieraci,Vaxyourfam,1
roberto_ieraci,Voices4Vaccines,1
roberto_ieraci,WorkVaccines,1
sabinvaccine,AVACNow,1
sabinvaccine,CEPIvaccines,1
sabinvaccine,DrCharlieWeller,1
sabinvaccine,DrJennersHouse,1
sabinvaccine,DrNancyM_CDC,1
sabinvaccine,DrPaulOffit,1
sabinvaccine,ebirimobinna,1
sabinvaccine,famfightflu,1
sabinvaccine,florian_krammer,1
sabinvaccine,gavi,1
sabinvaccine,GaviSeth,1
sabinvaccine,greenbergepi,1
sabinvaccine,HelenMatzger,1
sabinvaccine,HHSvaccines,1
sabinvaccine,ImmunizeOrg,1
sabinvaccine,IVaccinateMI,1
sabinvaccine,IVACtweets,1
sabinvaccine,jasonlschwartz,1
sabinvaccine,JennerInstitute,1
sabinvaccine,MalariaVaccine,1
sabinvaccine,michaelmina_lab,1
sabinvaccine,michelzaffran,1
sabinvaccine,MSF_access,1
sabinvaccine,NIAIDNews,1
sabinvaccine,NIHDirector,1
sabinvaccine,NMAtweets,1
sabinvaccine,NursesWhoVax,1
sabinvaccine,PeterHotez,1
sabinvaccine,PreventTyphoid,1
sabinvaccine,ProfHeidiLarson,1
sabinvaccine,sanofipasteur,1
sabinvaccine,sarahdespres,1
sabinvaccine,ShotAtLife,1
sabinvaccine,ShotsHeard,1
sabinvaccine,SJVanders,1
sabinvaccine,TheInfluenzers,1
sabinvaccine,UMCVD,1
sabinvaccine,VaccinateIN,1
sabinvaccine,vaccinenation,1
sabinvaccine,Vaccines,1
sabinvaccine,VaccineSafetyN,1
sabinvaccine,VaccinesToday,1
sabinvaccine,VaccineUK,1
sabinvaccine,Vaccinologist,1
sabinvaccine,vaninalala,1
sabinvaccine,VaxAmbassadors,1
sabinvaccine,VaxResources,1
sabinvaccine,Vaxyourfam,1
sabinvaccine,VaxYourFamily,1
sabinvaccine,Vi_VIorg,1
sabinvaccine,Voices4Vaccines,1
sabinvaccine,Wavaorg,1
sabinvaccine,wellcometrust,1
sabinvaccine,WorkVaccines,1
samicarlson,CharlesShey,1
samicarlson,DrPaulOffit,1
samicarlson,famfightflu,1
samicarlson,gavi,1
samicarlson,GaviSeth,1
samicarlson,nigeltwitt,1
samicarlson,noelTbrewer,1
samicarlson,NursesWhoVax,1
samicarlson,peripatetical,1
samicarlson,PeterHotez,1
samicarlson,ProfHeidiLarson,1
samicarlson,sabinvaccine,1
samicarlson,ShotsHeard,1
samicarlson,SJVanders,1
samicarlson,snehiil,1
samicarlson,vaccinenation,1
samicarlson,VaccineSafetyN,1
samicarlson,VaccinesToday,1
samicarlson,VaxAmbassadors,1
samicarlson,VaxResources,1
samicarlson,Vaxyourfam,1
samicarlson,VaxYourFamily,1
samicarlson,Vi_VIorg,1
sanofipasteur,CEPIvaccines,1
sanofipasteur,DrNancyM_CDC,1
sanofipasteur,gavi,1
sanofipasteur,greenbergepi,1
sanofipasteur,IVACtweets,1
sanofipasteur,NIAIDNews,1
sanofipasteur,NMAtweets,1
sanofipasteur,NursesWhoVax,1
sanofipasteur,PeterHotez,1
sanofipasteur,sabinvaccine,1
sanofipasteur,VaccinesEurope,1
sanofipasteur,VaccinesToday,1
sanofipasteur,Vaccinologist,1
sanofipasteur,wellcometrust,1
sarahdespres,AlecGaffney,1
sarahdespres,AVACNow,1
sarahdespres,DaraLieb,1
sarahdespres,DrNancyM_CDC,1
sarahdespres,DrPaulOffit,1
sarahdespres,DrTomFrieden,1
sarahdespres,EdBelongia,1
sarahdespres,EricTopol,1
sarahdespres,famfightflu,1
sarahdespres,gavi,1
sarahdespres,GaviSeth,1
sarahdespres,HHSvaccines,1
sarahdespres,HPVRoundtable,1
sarahdespres,ImmunizeOrg,1
sarahdespres,IVaccinateMI,1
sarahdespres,jasonlschwartz,1
sarahdespres,jonathanrockoff,1
sarahdespres,lj_tan,1
sarahdespres,mlipsitch,1
sarahdespres,NIHDirector,1
sarahdespres,noelTbrewer,1
sarahdespres,NursesWhoVax,1
sarahdespres,PeterHotez,1
sarahdespres,ProfHeidiLarson,1
sarahdespres,sabinvaccine,1
sarahdespres,sanofipasteur,1
sarahdespres,sciencecohen,1
sarahdespres,ShotAtLife,1
sarahdespres,skepticalraptor,1
sarahdespres,VaccinateIN,1
sarahdespres,VaccineSafetyN,1
sarahdespres,VaccinesToday,1
sarahdespres,Vaxyourfam,1
sarahdespres,VaxYourFamily,1
sarahdespres,Voices4Vaccines,1
sciencecohen,CEPIvaccines,1
sciencecohen,DrNancyM_CDC,1
sciencecohen,DrTomFrieden,1
sciencecohen,EdBelongia,1
sciencecohen,EricTopol,1
sciencecohen,florian_krammer,1
sciencecohen,gavi,1
sciencecohen,GaviSeth,1
sciencecohen,jasonlschwartz,1
sciencecohen,michaelmina_lab,1
sciencecohen,michelzaffran,1
sciencecohen,mjmull,1
sciencecohen,mlipsitch,1
sciencecohen,mvankerkhove,1
sciencecohen,NIHDirector,1
sciencecohen,PeterHotez,1
sciencecohen,ProfHeidiLarson,1
ShotAtLife,famfightflu,1
ShotAtLife,gavi,1
ShotAtLife,GaviSeth,1
ShotAtLife,HelenMatzger,1
ShotAtLife,IVACtweets,1
ShotAtLife,MalariaVaccine,1
ShotAtLife,michelzaffran,1
ShotAtLife,MSF_access,1
ShotAtLife,NMAtweets,1
ShotAtLife,NursesWhoVax,1
ShotAtLife,PeterHotez,1
ShotAtLife,PreventTyphoid,1
ShotAtLife,sabinvaccine,1
ShotAtLife,ShotbyShotorg,1
ShotAtLife,skepticalraptor,1
ShotAtLife,vaccinenation,1
ShotAtLife,Vaccines,1
ShotAtLife,VaccineSafetyN,1
ShotAtLife,VaccinesToday,1
ShotAtLife,Vaccinologist,1
ShotAtLife,VaxResources,1
ShotAtLife,Vaxyourfam,1
ShotAtLife,VaxYourFamily,1
ShotAtLife,Voices4Vaccines,1
ShotAtLife,Wavaorg,1
ShotbyShotorg,DrNancyM_CDC,1
ShotbyShotorg,DrPaulOffit,1
ShotbyShotorg,famfightflu,1
ShotbyShotorg,greenbergepi,1
ShotbyShotorg,Immunize_USA,1
ShotbyShotorg,ImmunizeOrg,1
ShotbyShotorg,lj_tan,1
ShotbyShotorg,NMAtweets,1
ShotbyShotorg,NursesWhoVax,1
ShotbyShotorg,ShotAtLife,1
ShotbyShotorg,ShotsHeard,1
ShotbyShotorg,skepticalraptor,1
ShotbyShotorg,VaccinateCal,1
ShotbyShotorg,vaccinenation,1
ShotbyShotorg,VaccineUK,1
ShotbyShotorg,Vaxyourfam,1
ShotbyShotorg,VaxYourFamily,1
ShotbyShotorg,Voices4Vaccines,1
ShotsHeard,DrPaulOffit,1
ShotsHeard,ImmunizeOrg,1
ShotsHeard,IVaccinateMI,1
ShotsHeard,lj_tan,1
ShotsHeard,NursesWhoVax,1
ShotsHeard,PeterHotez,1
ShotsHeard,sabinvaccine,1
ShotsHeard,ShotbyShotorg,1
ShotsHeard,VaccinateCal,1
ShotsHeard,VaccinateIN,1
ShotsHeard,vaccine_trust,1
ShotsHeard,VaxAmbassadors,1
ShotsHeard,Vaxyourfam,1
ShotsHeard,Voices4Vaccines,1
SJVanders,CEPIvaccines,1
SJVanders,DrCharlieWeller,1
SJVanders,DrJennersHouse,1
SJVanders,DrPaulOffit,1
SJVanders,epi_michael,1
SJVanders,EricTopol,1
SJVanders,gavi,1
SJVanders,GaviSeth,1
SJVanders,HelenMatzger,1
SJVanders,hic_vac,1
SJVanders,ImmunizeOrg,1
SJVanders,IVACtweets,1
SJVanders,JennerInstitute,1
SJVanders,mlipsitch,1
SJVanders,noelTbrewer,1
SJVanders,NursesWhoVax,1
SJVanders,PeterHotez,1
SJVanders,PreventTyphoid,1
SJVanders,ProfHeidiLarson,1
SJVanders,sabinvaccine,1
SJVanders,samicarlson,1
SJVanders,ShotsHeard,1
SJVanders,ThisIsCANVax,1
SJVanders,UMCVD,1
SJVanders,VaccinateCal,1
SJVanders,vaccine_trust,1
SJVanders,vaccinemakers,1
SJVanders,vaccinenation,1
SJVanders,vaccines4life,1
SJVanders,VaccineSafetyN,1
SJVanders,VaccinesEurope,1
SJVanders,VaccinesToday,1
SJVanders,VaccineUK,1
SJVanders,Vaccinologist,1
SJVanders,VaxAmbassadors,1
SJVanders,VaxResources,1
SJVanders,Vaxyourfam,1
SJVanders,VaxYourFamily,1
SJVanders,Vi_VIorg,1
SJVanders,Voices4Vaccines,1
SJVanders,wellcometrust,1
SJVanders,WorkVaccines,1
skepticalraptor,10queues,1
skepticalraptor,DrPaulOffit,1
skepticalraptor,DrTomFrieden,1
skepticalraptor,famfightflu,1
skepticalraptor,HPVAction,1
skepticalraptor,Immunize_USA,1
skepticalraptor,ImmunizeOrg,1
skepticalraptor,jasonlschwartz,1
skepticalraptor,NMAtweets,1
skepticalraptor,NursesWhoVax,1
skepticalraptor,PeterHotez,1
skepticalraptor,sabinvaccine,1
skepticalraptor,sanofipasteur,1
skepticalraptor,sarahdespres,1
skepticalraptor,ShotAtLife,1
skepticalraptor,ShotbyShotorg,1
skepticalraptor,VaccinateCal,1
skepticalraptor,vaccinenation,1
skepticalraptor,VaccinesToday,1
skepticalraptor,VaccineUK,1
skepticalraptor,vaninalala,1
skepticalraptor,VaxAmbassadors,1
skepticalraptor,Vaxyourfam,1
skepticalraptor,VaxYourFamily,1
skepticalraptor,Voices4Vaccines,1
snehiil,DrPaulOffit,1
snehiil,DrTomFrieden,1
snehiil,gavi,1
snehiil,GaviSeth,1
snehiil,HelenMatzger,1
snehiil,IVaccinateMI,1
snehiil,lymanbiopharma,1
snehiil,sabinvaccine,1
snehiil,samicarlson,1
snehiil,UMCVD,1
snehiil,VaccinateIN,1
snehiil,vaccines4life,1
snehiil,VaccineSafetyN,1
snehiil,VaccinesToday,1
snehiil,VaccineUK,1
snehiil,Vaxyourfam,1
snehiil,Vi_VIorg,1
Tech_Networks,EricTopol,1
Tech_Networks,IVACtweets,1
Tech_Networks,mvankerkhove,1
Tech_Networks,sabinvaccine,1
Tech_Networks,sanofipasteur,1
Tech_Networks,vaccinenation,1
Tech_Networks,wellcometrust,1
TheInfluenzers,10queues,1
TheInfluenzers,CEPIvaccines,1
TheInfluenzers,Craig_A_Spencer,1
TheInfluenzers,DrJennersHouse,1
TheInfluenzers,DrNancyM_CDC,1
TheInfluenzers,DrPaulOffit,1
TheInfluenzers,DrTomFrieden,1
TheInfluenzers,EricTopol,1
TheInfluenzers,famfightflu,1
TheInfluenzers,florian_krammer,1
TheInfluenzers,gavi,1
TheInfluenzers,GaviSeth,1
TheInfluenzers,greenbergepi,1
TheInfluenzers,HHSvaccines,1
TheInfluenzers,ImmunizeOrg,1
TheInfluenzers,IVACtweets,1
TheInfluenzers,JennerInstitute,1
TheInfluenzers,MalariaVaccine,1
TheInfluenzers,michaelmina_lab,1
TheInfluenzers,MicrobesInfect,1
TheInfluenzers,mlipsitch,1
TheInfluenzers,NIAIDNews,1
TheInfluenzers,NIHDirector,1
TheInfluenzers,PeterHotez,1
TheInfluenzers,PreventTyphoid,1
TheInfluenzers,ProfHeidiLarson,1
TheInfluenzers,sabinvaccine,1
TheInfluenzers,sciencecohen,1
TheInfluenzers,ShotsHeard,1
TheInfluenzers,vaccine_trust,1
TheInfluenzers,vaccinenation,1
TheInfluenzers,Vaccines,1
TheInfluenzers,vaccines4life,1
TheInfluenzers,VaccineSafetyN,1
TheInfluenzers,VaccinesEurope,1
TheInfluenzers,VaccinesToday,1
TheInfluenzers,VaccineUK,1
TheInfluenzers,Vaccinologist,1
TheInfluenzers,VaxAmbassadors,1
TheInfluenzers,VaxResources,1
TheInfluenzers,Vi_VIorg,1
TheInfluenzers,wellcometrust,1
TheInfluenzers,WorkVaccines,1
ThisIsCANVax,AVACNow,1
ThisIsCANVax,CEPIvaccines,1
ThisIsCANVax,DrNancyM_CDC,1
ThisIsCANVax,DrPaulOffit,1
ThisIsCANVax,famfightflu,1
ThisIsCANVax,gavi,1
ThisIsCANVax,GaviSeth,1
ThisIsCANVax,HPVRoundtable,1
ThisIsCANVax,Immunize_USA,1
ThisIsCANVax,ImmunizeOrg,1
ThisIsCANVax,IVACtweets,1
ThisIsCANVax,lj_tan,1
ThisIsCANVax,MicrobesInfect,1
ThisIsCANVax,NMAtweets,1
ThisIsCANVax,NursesWhoVax,1
ThisIsCANVax,PeterHotez,1
ThisIsCANVax,ProfHeidiLarson,1
ThisIsCANVax,roberto_ieraci,1
ThisIsCANVax,sabinvaccine,1
ThisIsCANVax,samicarlson,1
ThisIsCANVax,ShotAtLife,1
ThisIsCANVax,ShotbyShotorg,1
ThisIsCANVax,skepticalraptor,1
